,name,album,artist,release_date,length,popularity,key,mode,valence,danceability,acousticness,energy,instrumentalness,liveness,loudness,speechiness,tempo,time_signature,mood,Moods,RF_Results
147,There Is a Light That Never Goes Out - 2011 Remaster,The Queen Is Dead,The Smiths,1986-06-16,244586,73,4,1,0.876,0.523,0.04,0.769,0.0,0.136,-5.855,0.0269,136.162,4,1,Sad,True
148,we fell in love in october,we fell in love in october / forget her,girl in red,2018-11-21,184153,84,7,1,0.237,0.566,0.113,0.366,0.181,0.155,-12.808,0.028,129.959,4,1,Sad,True
149,i saw you in a dream,Good At Falling,The Japanese House,2019-03-01,200304,61,4,1,0.226,0.26,0.837,0.261,0.0,0.249,-9.651,0.0358,138.2,3,1,Sad,True
150,Francis Forever,Bury Me At Makeout Creek,Mitski,2014-11-11,149680,73,2,1,0.32,0.535,0.00262,0.448,1.94e-05,0.115,-9.167,0.0279,101.986,4,1,Sad,True
151,Souvenir,boygenius,Julien Baker,2018-10-26,212467,0,6,0,0.167,0.598,0.732,0.3,0.502,0.0946,-11.044,0.0264,109.034,4,1,Sad,True
152,Space Song,Depression Cherry,Beach House,2015-08-28,320466,80,0,0,0.601,0.508,0.229,0.792,0.124,0.145,-7.311,0.0297,147.067,4,1,Sad,True
153,No Surprises,OK Computer,Radiohead,1997-05-28,229120,73,5,1,0.118,0.255,0.0577,0.393,0.00361,0.113,-10.654,0.0278,76.426,4,1,Sad,True
154,Dealer,Blue Banisters,Lana Del Rey,2021-10-22,274293,80,0,0,0.381,0.602,0.318,0.59,0.000166,0.104,-6.346,0.0279,130.08,4,1,Sad,True
155,Where'd All the Time Go?,"Shame, Shame (Deluxe Edition)",Dr. Dog,2010-11-02,234800,78,2,1,0.575,0.454,0.132,0.82,0.000969,0.115,-4.193,0.0567,166.303,4,1,Sad,True
156,Fade Into You,So Tonight That I Might See,Mazzy Star,1993-10-05,295600,74,9,1,0.175,0.42,0.245,0.33,0.000679,0.0677,-13.925,0.0275,157.143,3,1,Sad,True
157,"Female Energy, Part 2",WILLOW,WILLOW,2019-07-19,173920,69,4,0,0.361,0.539,0.0143,0.39,0.000125,0.174,-8.341,0.0293,119.791,3,1,Sad,True
158,I Wish I Never Met You,Lovers Fevers,Babygirl,2018-08-10,211744,55,1,1,0.909,0.82,0.281,0.494,0.0358,0.154,-9.151,0.0309,109.956,4,1,Sad,True
159,Sedona,Party Favors,Sir Chloe,2020-10-23,183600,58,11,1,0.373,0.539,0.171,0.548,0.0,0.126,-5.41,0.0288,75.001,4,1,Sad,True
160,Your Best American Girl,Puberty 2,Mitski,2016-06-17,212183,38,7,1,0.13,0.36,0.0159,0.257,0.00512,0.226,-9.655,0.0315,76.972,4,1,Sad,True
161,I Know,When The Pawn...,Fiona Apple,1999-11-09,295133,55,0,1,0.199,0.324,0.944,0.211,0.0031,0.118,-14.223,0.0287,146.367,3,1,Sad,True
162,Garden Song,Punisher,Phoebe Bridgers,2020-06-18,219681,38,0,1,0.158,0.528,0.864,0.273,0.00617,0.111,-16.623,0.132,98.311,4,1,Sad,True
163,The Fear of Losing This,If Blue Could Be Happiness,Florist,2017-09-29,233062,45,0,1,0.159,0.287,0.904,0.124,0.879,0.115,-20.639,0.04,83.254,4,1,Sad,True
164,Are You Bored Yet? (feat. Clairo),Nothing Happens,Wallows,2019-03-22,178000,81,8,0,0.64,0.682,0.156,0.683,2.32e-05,0.273,-6.444,0.0287,120.023,4,1,Sad,True
165,rises the moon,recently,Liana Flores,2019-04-10,161929,76,5,0,0.203,0.483,0.947,0.129,0.145,0.106,-20.149,0.0349,137.35,3,1,Sad,True
166,So Hot You're Hurting My Feelings,Take It or Leave It / So Hot You're Hurting My Feelings,Squirrel Flower,2020-05-05,209091,54,5,1,0.68,0.632,0.0924,0.376,3.2e-06,0.0917,-7.053,0.0258,140.99,4,1,Sad,True
167,Say Yes,Either/Or,Elliott Smith,1997-02-25,139000,56,5,1,0.418,0.499,0.871,0.0875,0.000221,0.11,-20.383,0.05,153.439,4,1,Sad,True
168,Fear,A Different Age,Current Joys,2018-03-02,216539,38,2,1,0.506,0.716,0.701,0.447,0.429,0.0855,-8.314,0.0388,93.955,4,1,Sad,True
169,at least i'm pretty,at least i'm pretty,Harriette,2021-04-19,106800,57,1,1,0.523,0.86,0.541,0.422,0.00449,0.139,-9.785,0.0296,99.958,4,1,Sad,True
170,i was all over her,melanchole,salvia palth,2013-01-01,161462,76,7,1,0.0601,0.529,0.788,0.353,0.853,0.116,-12.835,0.0292,104.557,4,1,Sad,True
171,Tommy's Party,Being So Normal,Peach Pit,2018-06-28,361760,67,7,1,0.211,0.565,0.122,0.438,0.0469,0.108,-8.722,0.0311,133.949,4,1,Sad,True
172,Love in the Time of Socialism,A Carnival of Fears,Yellow House,2017-04-20,251184,58,10,1,0.19,0.244,0.915,0.259,0.0,0.158,-9.591,0.035,76.973,4,1,Sad,True
173,Coming Soon,Coming Soon,Annie DiRusso,2021-08-26,195824,52,2,1,0.502,0.643,0.0705,0.73,3.08e-05,0.149,-5.042,0.0389,110.974,4,1,Sad,True
174,yellow is the color of her eyes,color theory,Soccer Mommy,2020-02-28,435080,56,11,1,0.192,0.371,0.754,0.51,0.125,0.139,-7.352,0.0276,161.006,4,1,Sad,True
175,Michelle,Party Favors,Sir Chloe,2020-10-23,214087,75,4,1,0.11,0.366,0.0781,0.439,1.92e-05,0.108,-5.238,0.0298,115.94,3,1,Sad,True
176,Seaside,Inside In / Inside Out,The Kooks,2006-01-01,99226,49,1,1,0.324,0.616,0.732,0.41,0.0,0.123,-8.523,0.0413,129.498,4,1,Sad,True
177,Deep Sea,Lush,Snail Mail,2018-06-08,282400,50,1,1,0.116,0.291,0.155,0.369,0.122,0.111,-6.012,0.0312,140.21,4,1,Sad,True
178,She Plays Bass,She Plays Bass,beabadoobee,2019-08-20,207106,57,9,0,0.269,0.447,0.000147,0.89,0.021,0.101,-3.823,0.047,136.066,4,1,Sad,False
179,Teenage Blue,Illuminaughty - EP,Dreamgirl,2015-02-14,234968,62,11,1,0.135,0.178,0.837,0.461,0.0187,0.133,-7.479,0.0312,180.28,3,1,Sad,True
180,"How Sad, How Lovely","How Sad, How Lovely",Connie Converse,2009-03-05,159821,38,4,0,0.223,0.412,0.985,0.127,0.305,0.144,-19.294,0.0376,83.186,4,1,Sad,True
181,Real Love,Masterpiece,Big Thief,2016-05-27,257385,14,0,1,0.148,0.303,0.0329,0.494,8.11e-05,0.144,-6.498,0.037,128.658,4,1,Sad,True
182,I Wanna Be Yours,AM,Arctic Monkeys,2013-09-09,183956,81,0,0,0.479,0.464,0.136,0.417,0.022,0.0974,-9.345,0.0256,67.528,4,1,Sad,True
183,paranoia party,paranoia party,Frances Forever,2021-06-02,185626,48,3,1,0.101,0.515,0.698,0.427,5.47e-06,0.148,-10.166,0.0992,188.552,3,1,Sad,True
184,Marcel,Songs of Her's,Her's,2017-05-12,187571,63,9,1,0.685,0.625,0.54,0.645,0.0776,0.347,-5.959,0.0278,106.996,4,1,Sad,True
185,"Call It Fate, Call It Karma",Comedown Machine,The Strokes,2013-03-25,204773,69,4,0,0.359,0.544,0.983,0.241,0.774,0.101,-14.779,0.03,109.437,4,1,Sad,True
186,Some things Cosmic,Strange Cacti,Angel Olsen,2011-04-11,174866,63,8,1,0.104,0.214,0.919,0.182,0.00465,0.113,-13.538,0.0368,143.171,4,1,Sad,True
187,"Sea, Swallow Me",The Moon and the Melodies,Cocteau Twins,1986-11-10,189040,64,0,1,0.827,0.454,0.589,0.673,0.238,0.252,-13.425,0.0265,163.954,3,1,Sad,True
188,She,Human,dodie,2019-01-18,213611,68,2,1,0.232,0.479,0.755,0.154,0.0261,0.11,-15.051,0.0369,92.457,4,1,Sad,True
189,Cut Your Bangs,Chinatown,Girlpool,2015-03-24,172988,50,2,1,0.111,0.369,0.854,0.303,0.0,0.109,-7.151,0.0314,178.03,4,1,Sad,True
190,Hurts Me Too,Atlanta Millionaires Club,Faye Webster,2019-05-24,201120,22,5,1,0.119,0.49,0.101,0.303,0.329,0.0911,-11.426,0.0281,95.588,3,1,Sad,True
191,I'd Like To Walk Around In Your Mind,Just Another Diamond Day,Vashti Bunyan,1970,135453,56,0,1,0.51,0.212,0.92,0.186,0.00024,0.116,-16.813,0.05,174.963,3,1,Sad,True
192,Numb,Numb,Men I Trust,2019-04-12,219340,65,4,1,0.65,0.783,0.811,0.303,0.945,0.109,-14.393,0.0527,138.816,4,1,Sad,True
193,Talia,Talia,King Princess,2018-04-13,207720,64,2,1,0.236,0.401,0.549,0.507,0.0,0.164,-7.001,0.089,180.159,4,1,Sad,True
194,Be My Mistake,A Brief Inquiry Into Online Relationships,The 1975,2018-11-30,256688,72,6,1,0.0949,0.572,0.835,0.155,0.000137,0.0906,-14.405,0.0344,109.923,3,1,Sad,True
195,mom i think im gay,Garden Spider,Boyish,2020-02-14,167926,44,2,1,0.0626,0.493,0.924,0.122,6.62e-06,0.107,-15.221,0.0337,110.359,4,1,Sad,True
196,July,THE END OF EVERYTHING,Noah Cyrus,2020-05-15,156106,82,9,0,0.322,0.708,0.868,0.186,0.0,0.0779,-8.953,0.042,72.541,4,1,Sad,True
197,Sexy Villain,Guerrilla / Sexy Villain,Remi Wolf,2021-09-08,188500,50,7,1,0.889,0.765,0.402,0.539,0.0,0.104,-4.927,0.0479,120.183,4,1,Sad,False
198,Columbia River,4E,Lomelda,2016-04-22,282000,44,9,0,0.131,0.456,0.906,0.129,1.47e-05,0.101,-13.469,0.032,135.349,3,1,Sad,True
199,Big Star,Solar Power,Lorde,2021-08-20,167044,57,7,1,0.282,0.325,0.973,0.0471,2.22e-05,0.207,-20.674,0.0493,173.004,3,1,Sad,True
200,Eugene,Collapsed In Sunbeams,Arlo Parks,2021-01-29,223413,60,7,0,0.896,0.618,0.779,0.59,0.00848,0.0906,-7.186,0.0428,174.266,4,1,Sad,True
201,Shadows,Shadows,Kate Bollinger,2021-09-08,157616,53,5,0,0.381,0.543,0.749,0.431,0.146,0.116,-7.479,0.0612,146.0,4,1,Sad,True
202,Be Your Own 3am,Momentary Lapse of Happily,Adult Mom,2015-07-28,130816,50,7,1,0.198,0.52,0.752,0.318,0.0424,0.175,-10.257,0.0263,86.432,4,1,Sad,True
203,VBS,Home Video,Lucy Dacus,2021-06-25,236864,53,0,1,0.342,0.552,0.35,0.497,0.00126,0.25,-7.644,0.032,146.027,4,1,Sad,True
204,could this be love?,could this be love?,saturn 17,2019-08-25,208000,49,10,1,0.651,0.553,0.000117,0.892,0.0,0.0792,-6.622,0.0445,150.052,4,1,Sad,False
205,This Is Home,This Is Home,Cavetown,2015-08-03,226073,76,7,1,0.211,0.811,0.56,0.266,1.05e-06,0.0962,-12.478,0.0406,130.044,4,1,Sad,True
206,Trees and Flowers,1982 4 Piece Demo,Strawberry Switchblade,2017-01-27,194821,55,7,1,0.805,0.426,0.432,0.732,0.292,0.0887,-5.822,0.0325,118.807,4,1,Sad,True
207,You're All I Want,You're All I Want,Cigarettes After Sex,2020-05-26,264453,60,5,1,0.282,0.438,0.357,0.47,0.821,0.113,-10.94,0.0243,92.653,4,1,Sad,True
208,Your Dog,Clean,Soccer Mommy,2018-03-02,194009,59,11,0,0.769,0.652,0.122,0.669,0.00039,0.169,-7.797,0.0262,115.047,4,1,Sad,True
209,betty,folklore,Taylor Swift,2020-07-24,294521,73,0,1,0.502,0.593,0.6,0.377,0.0,0.0976,-8.761,0.0253,95.939,4,1,Sad,True
210,cherry blossom,star-crossed,Kacey Musgraves,2021-09-10,184000,65,6,1,0.355,0.641,0.119,0.818,0.000444,0.168,-6.757,0.0453,109.967,4,1,Sad,True
211,prom dress,the masquerade,mxmtoon,2019-09-17,197933,73,10,1,0.421,0.56,0.698,0.674,0.0,0.123,-6.048,0.0446,119.942,4,1,Sad,True
212,Another Love,Long Way Down (Deluxe),Tom Odell,2013-06-24,244360,85,4,0,0.131,0.445,0.695,0.537,1.65e-05,0.0944,-8.532,0.04,122.769,4,1,Sad,True
213,Easy On Me,Easy On Me,Adele,2021-10-14,224694,100,5,1,0.13,0.604,0.578,0.366,0.0,0.133,-7.519,0.0282,141.981,4,1,Sad,True
214,Black Hole - Acoustic Version,Black Hole (Acoustic Version),Griff,2021-03-19,175979,62,1,0,0.227,0.824,0.854,0.3,0.0,0.174,-6.678,0.0565,112.867,4,1,Sad,True
215,GHOST TOWN,GHOST TOWN,Benson Boone,2021-10-15,193733,87,0,1,0.116,0.391,0.389,0.335,0.0,0.102,-10.064,0.0763,174.185,3,1,Sad,True
216,24/5,24/5,Mimi Webb,2021-09-10,158220,74,0,1,0.349,0.559,0.403,0.763,0.0,0.127,-4.16,0.105,91.069,4,1,Sad,True
217,Visiting Hours,Visiting Hours,Ed Sheeran,2021-08-19,215506,80,8,1,0.263,0.471,0.77,0.396,0.0,0.0729,-6.654,0.0336,149.609,4,1,Sad,True
218,Train Wreck,Back from the Edge,James Arthur,2016-10-28,208826,82,6,0,0.225,0.311,0.701,0.485,0.0,0.0726,-5.726,0.0365,77.355,4,1,Sad,True
219,IDK You Yet,IDK You Yet,Alexander 23,2020-04-09,184638,5,1,1,0.191,0.629,0.884,0.306,0.0776,0.124,-11.735,0.0424,76.994,1,1,Sad,True
220,Is It Just Me? (feat. JP Cooper),Is It Just Me?,Emily Burns,2020-12-04,203300,67,4,1,0.288,0.478,0.688,0.339,0.0,0.104,-7.355,0.0544,145.441,4,1,Sad,True
221,Falling,Fine Line,Harry Styles,2019-12-13,240133,85,4,1,0.0592,0.567,0.839,0.267,1.46e-06,0.089,-6.502,0.0299,110.011,4,1,Sad,True
222,Happiest Year,Happiest Year,Jaymes Young,2019-07-12,228442,79,1,1,0.356,0.501,0.885,0.167,0.0,0.111,-14.061,0.0484,112.275,3,1,Sad,True
223,we'll be fine,we'll be fine,Luz,2020-06-19,262960,36,10,1,0.197,0.563,0.748,0.382,0.0,0.0714,-11.138,0.0404,120.802,4,1,Sad,True
224,Heather,Kid Krow,Conan Gray,2020-03-20,198040,86,5,1,0.27,0.357,0.584,0.425,0.0,0.322,-7.301,0.0333,102.078,3,1,Sad,True
225,Shouldn't Be Thinking About You,Songs They Told Me Weren't Singles - Part 1,Jamie Grey,2021-10-21,171724,51,6,1,0.399,0.708,0.887,0.298,0.0,0.101,-8.704,0.0483,86.838,4,1,Sad,True
226,that way,all the things i never said,Tate McRae,2020-01-24,175026,81,0,1,0.333,0.453,0.728,0.383,0.0,0.387,-11.015,0.163,105.029,4,1,Sad,True
227,Conversations in the Dark,Conversations in the Dark,John Legend,2020-01-10,237426,66,8,0,0.142,0.372,0.754,0.355,0.0,0.167,-8.436,0.03,126.705,4,1,Sad,True
228,drivers license,drivers license,Olivia Rodrigo,2021-01-08,242013,40,10,1,0.132,0.585,0.721,0.436,1.31e-05,0.105,-8.761,0.0601,143.874,4,1,Sad,True
229,Learn To Let Go,Learn To Let Go,St. Lundi,2020-07-03,210094,52,11,1,0.316,0.473,0.62,0.309,0.0,0.152,-9.086,0.0332,135.791,4,1,Sad,True
230,Unstable (feat. The Kid LAROI),Justice,Justin Bieber,2021-03-19,158324,73,4,0,0.37,0.495,0.737,0.333,0.0,0.112,-10.109,0.0288,99.757,4,1,Sad,True
231,Love is Pain,Optimist,FINNEAS,2021-10-15,224278,69,9,1,0.107,0.609,0.927,0.141,0.000104,0.0923,-15.33,0.0394,78.233,4,1,Sad,True
232,Good Without,Good Without,Mimi Webb,2021-03-26,182121,76,11,0,0.269,0.616,0.0723,0.576,0.0,0.375,-5.495,0.0532,89.962,4,1,Sad,True
233,Panic Attacks in Paradise,Panic Attacks in Paradise / Maggots,Ashnikko,2021-09-29,184885,70,8,0,0.214,0.695,0.554,0.386,0.0,0.0906,-5.114,0.0337,127.947,4,1,Sad,True
234,Nocturnal,Nocturnal,Aaron Smith,2021-09-17,262978,52,2,1,0.213,0.391,0.883,0.242,2.81e-05,0.0729,-10.613,0.036,112.128,5,1,Sad,True
235,As the World Caves In,As the World Caves In,Sarah Cothran,2021-06-10,161612,47,7,1,0.254,0.372,0.436,0.255,0.0,0.33,-6.834,0.0344,114.402,1,1,Sad,True
236,Unconditional,For My Father,Aaron Smith,2020-08-07,203000,54,8,0,0.314,0.438,0.886,0.309,1.78e-06,0.21,-9.022,0.0565,137.705,4,1,Sad,True
237,Haunted House,Haunted House,Holly Humberstone,2021-04-06,133226,57,9,1,0.238,0.366,0.871,0.269,0.0,0.101,-9.197,0.0439,127.523,4,1,Sad,True
238,Your Power,Your Power,Billie Eilish,2021-04-29,245896,44,9,0,0.203,0.634,0.937,0.285,0.000359,0.232,-14.007,0.0807,129.65,4,1,Sad,True
239,Remember - Acoustic,Remember (Acoustic),Becky Hill,2021-07-09,178626,73,3,1,0.509,0.62,0.797,0.379,0.0,0.195,-8.675,0.0412,118.899,4,1,Sad,True
240,if this is the last time,if this is the last time,LANY,2020-07-01,203842,1,11,1,0.43,0.565,0.0175,0.586,0.0,0.204,-7.726,0.0363,147.986,4,1,Sad,True
241,lie to me,lie to me,Tate McRae,2020-10-14,177440,68,4,0,0.0479,0.642,0.0151,0.392,0.0,0.352,-7.846,0.0372,138.065,4,1,Sad,True
242,If The World Was Ending,If The World Was Ending,JP Saxe,2019-10-17,208687,52,1,1,0.602,0.378,0.863,0.47,0.0,0.0954,-10.095,0.197,75.955,4,1,Sad,True
243,Not For Me,Not For Me,Sarah Proctor,2021-10-22,226404,47,11,1,0.25,0.55,0.737,0.302,0.0,0.0868,-14.412,0.0415,89.873,4,1,Sad,True
244,Back to Friends,Back to Friends,Lauren Spencer-Smith,2021-07-15,215980,67,2,1,0.216,0.749,0.82,0.319,0.0,0.0993,-9.946,0.0771,116.828,4,1,Sad,True
245,My Oh My,My Oh My,James Smith,2021-01-29,159381,60,10,0,0.345,0.398,0.598,0.493,0.0,0.121,-6.988,0.0728,92.548,5,1,Sad,True
246,Crying Over You,Crying Over You,The Band CAMINO,2020-07-31,178949,64,11,1,0.163,0.463,0.679,0.411,0.0,0.0453,-8.25,0.0414,147.3,4,1,Sad,True
247,Red Hearts,Red Hearts,Hana Lili,2021-09-17,263897,47,0,0,0.234,0.489,0.893,0.291,1.24e-06,0.0952,-10.015,0.0428,123.602,3,1,Sad,True
248,Hurt Like That,Hurt Like That,Katelyn Tarver,2021-10-21,196333,52,0,1,0.368,0.785,0.104,0.486,6.92e-05,0.0808,-7.545,0.0335,112.004,4,1,Sad,True
249,Body,Body,Jordan Suaste,2020-05-15,205401,65,4,0,0.33,0.452,0.627,0.325,0.0,0.0645,-8.687,0.0337,97.987,4,1,Sad,True
250,Loud,Loud,JC Stewart,2021-06-25,257366,52,7,1,0.196,0.33,0.242,0.424,0.000187,0.118,-7.763,0.0276,151.153,4,1,Sad,True
251,What A Time (feat. Niall Horan),Inner Monologue Part 1,Julia Michaels,2019-01-24,173306,84,0,1,0.386,0.516,0.662,0.467,0.0,0.0853,-6.184,0.0302,132.861,4,1,Sad,True
252,Unlearn (with Gracie Abrams),Unlearn (with Gracie Abrams),benny blanco,2021-03-24,155361,67,1,1,0.189,0.429,0.897,0.214,0.0,0.105,-12.261,0.242,77.849,4,1,Sad,True
253,I'm Not Ok,I'm Not Ok,RHODES,2020-06-19,203928,52,5,1,0.163,0.394,0.517,0.35,0.0,0.0738,-7.751,0.0323,125.941,4,1,Sad,True
254,could cry just thinkin about you,could cry just thinkin about you (Full Version),Troye Sivan,2021-07-09,158000,67,6,1,0.188,0.515,0.318,0.323,0.0,0.106,-11.05,0.0429,147.972,4,1,Sad,True
255,Falling Up,Falling Up,Dean Lewis,2021-03-05,206947,68,2,1,0.475,0.654,0.648,0.756,0.0,0.0995,-3.594,0.0534,103.551,4,1,Sad,True
256,Down Days,Down Days,Charlotte Jane,2021-02-19,172821,50,7,1,0.407,0.716,0.276,0.661,0.0,0.349,-4.503,0.0543,81.451,4,1,Sad,False
257,London's Requiem,London's Requiem,Louis Dunford,2020-11-06,302400,48,11,1,0.15,0.448,0.407,0.34,4.44e-06,0.107,-8.048,0.0337,102.696,4,1,Sad,True
258,Cool Girl,Cool Girl,dodie,2020-10-19,199384,56,2,1,0.206,0.73,0.872,0.205,0.0593,0.095,-15.489,0.0957,124.989,4,1,Sad,True
259,Runaway,Runaway (Piano Version),AURORA,2021-03-11,250040,49,11,1,0.104,0.342,0.609,0.278,8.17e-05,0.107,-9.349,0.0352,86.134,3,1,Sad,True
260,My Mistakes,My Mistakes,Matthew Nolan,2020-07-10,194166,0,8,1,0.167,0.464,0.878,0.268,0.0,0.0939,-10.288,0.0464,143.755,4,1,Sad,True
261,Blame,Blame,Grace Carter,2020-07-17,251527,63,6,0,0.197,0.34,0.781,0.398,6.08e-05,0.193,-8.156,0.0711,171.391,3,1,Sad,True
262,"Love Can Be So Lonely, Sometimes (feat. Gabrielle Aplin)","Love Can Be So Lonely, Sometimes (feat. Gabrielle Aplin)",Nick Wilson,2021-07-30,225256,52,0,1,0.142,0.341,0.945,0.196,1.26e-06,0.0993,-12.049,0.0442,132.287,4,1,Sad,True
263,Diamonds - Acoustic,Diamonds (Acoustic),Sam Smith,2020-10-09,194541,56,10,0,0.335,0.489,0.841,0.284,0.0,0.137,-8.699,0.0508,186.337,4,1,Sad,True
264,Seven,Seven,Claudia Valentina,2020-06-26,223826,56,7,0,0.562,0.801,0.865,0.143,0.0,0.132,-10.698,0.0475,119.891,4,1,Sad,True
265,I Miss You - Paddy's Song,Boxes EP,Gavin James,2020-10-02,209006,43,9,1,0.234,0.523,0.553,0.377,0.0,0.116,-7.914,0.0293,139.897,4,1,Sad,True
266,hurt so bad,hurt so bad,Cian Ducrot,2020-07-02,242488,0,2,1,0.282,0.461,0.337,0.452,0.0,0.269,-6.529,0.0366,168.074,3,1,Sad,True
267,Elsewhere,Elsewhere,Minke,2020-05-01,272727,47,0,1,0.199,0.549,0.926,0.186,0.0004,0.151,-13.781,0.0274,110.152,4,1,Sad,True
268,(I should) take better care,(I should) take better care,Cody Frost,2021-06-04,274946,49,2,0,0.237,0.581,0.839,0.209,2.05e-06,0.106,-7.295,0.0293,125.067,4,1,Sad,True
269,Bedroom Ceiling,Bedroom Ceiling,Sody,2020-05-28,180085,54,6,1,0.236,0.49,0.728,0.416,0.0,0.0694,-7.702,0.127,125.928,4,1,Sad,True
270,If We're Being Honest,If We're Being Honest,Novo Amor,2020-09-03,235053,52,3,1,0.126,0.498,0.888,0.432,0.617,0.136,-7.297,0.0296,132.928,4,1,Sad,True
271,"Boring, Happy, Beautiful","Boring, Happy, Beautiful",Sianon,2020-11-20,168522,46,7,0,0.166,0.401,0.879,0.215,0.0,0.134,-10.349,0.0649,172.109,5,1,Sad,True
272,Falling,Fine Line,Harry Styles,2019-12-13,240133,85,4,1,0.0592,0.567,0.839,0.267,1.46e-06,0.089,-6.502,0.0299,110.011,4,1,Sad,True
273,Love In The Dark,25,Adele,2015-11-20,285935,84,9,0,0.14,0.495,0.536,0.323,0.0,0.109,-6.901,0.0275,109.731,4,1,Sad,True
274,Train Wreck,Back from the Edge,James Arthur,2016-10-28,208826,82,6,0,0.225,0.311,0.701,0.485,0.0,0.0726,-5.726,0.0365,77.355,4,1,Sad,True
275,Out Of Love,The Pains Of Growing,Alessia Cara,2018-11-30,227693,76,7,1,0.137,0.481,0.8,0.267,0.0,0.249,-9.249,0.0339,117.64,3,1,Sad,True
276,If By Chance,Safe Haven,Ruth B.,2017-05-05,303653,71,10,1,0.256,0.405,0.881,0.279,0.0,0.0933,-8.099,0.0334,119.85,4,1,Sad,True
277,Perfectly Wrong,Shawn Mendes,Shawn Mendes,2018-05-25,212773,67,2,0,0.323,0.361,0.872,0.311,0.0,0.0987,-11.748,0.0369,89.362,4,1,Sad,True
278,"Secret Love Song, Pt. II",Get Weird (Expanded Edition),Little Mix,2015-11-06,266925,68,9,1,0.165,0.558,0.754,0.361,0.0,0.0926,-8.346,0.0328,95.161,4,1,Sad,True
279,All I Ask,25,Adele,2015-11-20,271800,2,4,1,0.348,0.592,0.889,0.28,0.0,0.124,-5.494,0.0283,141.899,4,1,Sad,True
280,Deep End,Beautiful Lies,Birdy,2016-03-25,208840,68,2,1,0.31,0.455,0.761,0.296,0.0,0.0783,-8.513,0.0399,171.744,4,1,Sad,True
281,Malibu Nights,Malibu Nights,LANY,2018-10-05,286928,75,11,1,0.191,0.559,0.701,0.422,1.99e-06,0.0853,-11.89,0.195,74.002,4,1,Sad,True
282,Love in the Dark,Love in the Dark,Leroy Sanchez,2017-11-21,294545,6,8,0,0.178,0.481,0.841,0.228,0.0,0.111,-13.121,0.0315,110.065,4,1,Sad,True
283,All I Want,In A Perfect World (Expanded Edition),Kodaline,2013-06-17,305746,82,0,1,0.159,0.188,0.174,0.411,0.153,0.0843,-9.733,0.0484,187.376,3,1,Sad,True
284,Consequences,Camila,Camila Cabello,2018-01-12,178466,68,0,1,0.43,0.455,0.889,0.292,0.0,0.106,-6.792,0.0563,84.339,5,1,Sad,True
285,Running Low,Handwritten (Revisited),Shawn Mendes,2015-11-20,274586,61,0,1,0.141,0.599,0.709,0.297,3.13e-06,0.108,-9.188,0.0301,122.314,4,1,Sad,True
286,That Should Be Me,My World 2.0,Justin Bieber,2010-01-01,232720,70,8,1,0.231,0.552,0.199,0.603,0.0,0.151,-5.71,0.0334,139.908,4,1,Sad,True
287,Supermarket Flowers,÷ (Deluxe),Ed Sheeran,2017-03-03,221106,77,6,1,0.257,0.589,0.914,0.242,0.0,0.0887,-10.517,0.0442,89.749,4,1,Sad,True
288,When We Were Young,25,Adele,2015-11-20,290900,6,3,1,0.264,0.377,0.303,0.595,0.0,0.095,-5.936,0.0489,144.464,4,1,Sad,True
289,Bruises,Divinely Uninspired To A Hellish Extent,Lewis Capaldi,2019-05-17,220492,81,4,1,0.361,0.736,0.946,0.308,0.0,0.186,-7.83,0.0677,111.202,4,1,Sad,True
290,Jealous,Jealous,Labrinth,2014-11-21,287693,7,1,1,0.104,0.439,0.874,0.153,0.0,0.107,-8.95,0.0479,116.76,3,1,Sad,True
291,Stone Cold,Confident (Deluxe Edition),Demi Lovato,2015-01-01,191307,0,8,1,0.354,0.41,0.5,0.462,0.0,0.0975,-7.534,0.0515,139.861,3,1,Sad,True
292,The Night We Met,Strange Trails,Lord Huron,2015-04-06,208211,2,9,1,0.0989,0.443,0.969,0.369,0.277,0.638,-9.514,0.0441,174.107,3,1,Sad,True
293,Back To You - From 13 Reasons Why – Season 2 Soundtrack,Back To You (From 13 Reasons Why – Season 2 Soundtrack),Selena Gomez,2018-05-10,207904,75,6,1,0.508,0.601,0.0945,0.724,1.68e-06,0.12,-4.856,0.0486,102.061,4,1,Sad,True
294,I Lost a Friend,I Lost a Friend,FINNEAS,2019-05-03,237020,61,11,1,0.216,0.453,0.587,0.209,0.0,0.119,-11.917,0.223,169.316,4,1,Sad,True
295,Amnesia,5 Seconds Of Summer,5 Seconds of Summer,2014-06-27,237247,66,2,1,0.101,0.594,0.0343,0.497,0.0,0.162,-5.26,0.0303,101.668,4,1,Sad,True
296,It Will Rain,The Twilight Saga: Breaking Dawn - Part 1 (Original Motion Picture Soundtrack),Various Artists,2011-11-04,257720,70,2,1,0.476,0.576,0.337,0.835,0.0,0.082,-6.826,0.0486,150.017,4,1,Sad,True
297,Too Good At Goodbyes,The Thrill Of It All (Special Edition),Sam Smith,2017-11-03,201000,74,5,1,0.476,0.681,0.64,0.372,0.0,0.169,-8.237,0.0432,91.873,4,1,Sad,True
298,In My Blood - Acoustic,In My Blood (Acoustic),Shawn Mendes,2018-05-11,212933,61,5,1,0.24,0.57,0.733,0.519,0.0,0.139,-5.671,0.0309,139.701,4,1,Sad,True
